web-scraper-order,web-scraper-start-url,drink_name,drink_name-href,drink_info
"1681146139-6658","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","Ingredients"
"1681146139-6659","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","2 parts whiskey"
"1681146139-6660","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","½ parts sugar syrup"
"1681146139-6661","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","1 part lemon juice"
"1681146139-6662","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","ice cubes"
"1681146139-6663","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","How to Mix"
"1681146139-6664","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","fill up the shaker with ice"
"1681146139-6665","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","pour lemon juice,sugar syrup,Bourbon into the shaker"
"1681146139-6666","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","shake well"
"1681146139-6667","https://cocktailflow.com/collection/type-short","The SourWhiskeyShortMedium","https://cocktailflow.com/cocktail/the-sour","strain into the sour glass"
"1681146141-6668","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","Ingredients"
"1681146141-6669","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","1 part gin"
"1681146141-6670","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","½ parts Amaretto"
"1681146141-6671","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","1 dash angostura"
"1681146141-6672","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","1 dash lime juice"
"1681146141-6673","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","ice cubes"
"1681146141-6674","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","How to Mix"
"1681146141-6675","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","fill up the snifter glass with ice"
"1681146141-6676","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","pour lime juice,angostura,Amaretto,gin into the glass"
"1681146141-6677","https://cocktailflow.com/collection/type-short","Holiday AlmondGinShortMedium","https://cocktailflow.com/cocktail/holiday-almond","stir together"
"1681146146-6678","https://cocktailflow.com/collection/type-short","Musoka Maple SplashWhiskeyShortMedium","https://cocktailflow.com/cocktail/muskoka-maple-splash","Ingredients"
"1681146146-6679","https://cocktailflow.com/collection/type-short","Musoka Maple SplashWhiskeyShortMedium","https://cocktailflow.com/cocktail/muskoka-maple-splash","10 pieces mint leaves"
"1681146146-6680","https://cocktailflow.com/collection/type-short","Musoka Maple SplashWhiskeyShortMedium","https://cocktailflow.com/cocktail/muskoka-maple-splash","2¼ parts whiskey"
